run_accession	ega_sample_accession	ega_study_accession	ega_study_title	ega_study_description	ega_released_date	ega_status	ega_error
EGAR00001420148	EGAN00001374259	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420149	EGAN00001373559	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420150	EGAN00001374441	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420151	EGAN00001373759	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420152	EGAN00001373733	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420153	EGAN00001373587	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420154	EGAN00001373799	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420155	EGAN00001374336	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420156	EGAN00001373848	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
EGAR00001420157	EGAN00001374267	EGAS00001001704	LifeLines-DEEP population multi-omix cohort from the noth of the Netherlands.	The LifeLines-DEEP cohort is a sub-cohort of the LifeLines cohort (167,729 participants) that employs a broad range of investigative procedures to assess the biomedical, socio-demographic, behavioral, physical and psychological factors that contribute to health and disease in the general Dutch population, (Scholtens 2015). A subset of approximately 1,500 participants also took part in LifeLines-DEEP. For these participants, additional biological materials were collected, including analysis of the gut microbiome composition. The phenotyping and processing of LifeLines-DEEP has been described in Tigchelaar (2015).	2016-02-08T09:16:04+01:00	ok	
